mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,param_model__criterion,param_model__ccp_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,cv_gap,complexity,penalized_cv
0.578531551361084,0.0978289055402354,0.11689815521240235,0.014805911404300483,20,15,,12,friedman_mse,0.001,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 15, 'model__max_features': None, 'model__max_depth': 12, 'model__criterion': 'friedman_mse', 'model__ccp_alpha': 0.001}",0.3489767429213554,0.3658558037450712,0.3904403721390014,0.3330315647484895,0.39903186585493566,0.3674672698817706,0.024715992169768077,1,0.6658057829065995,0.656456198546491,0.6410985049413749,0.6598884153185841,0.6657627424337144,0.6578023288293527,0.009084107198604327,0.29033505894758216,14.716666666666667,0.2469166659167835
0.5804533958435059,0.06877133586065923,0.12163314819335938,0.07094151461958241,20,2,,5,squared_error,0.002,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 2, 'model__max_features': None, 'model__max_depth': 5, 'model__criterion': 'squared_error', 'model__ccp_alpha': 0.002}",0.3349391617618649,0.35549963659572725,0.36786553662393884,0.36326061690430744,0.32716064394993194,0.3497451191671541,0.015958744150160804,2,0.5920506863498712,0.5852754496803518,0.5861690205297689,0.5773054766109419,0.588445234110315,0.5858491734562497,0.004870821491192879,0.23610405428909553,11.8,0.25400870016597066
0.5697843551635742,0.06435115048914085,0.08638734817504883,0.027649762545021935,20,15,,7,absolute_error,0.001,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 15, 'model__max_features': None, 'model__max_depth': 7, 'model__criterion': 'absolute_error', 'model__ccp_alpha': 0.001}",0.31733799877299884,0.3870743572092411,0.36742198663188874,0.3625779765091399,0.2945921926371683,0.3458009023520874,0.034307166625561956,3,0.6184876831445054,0.6227853842343698,0.597666112735921,0.6091929027875034,0.6010477628660968,0.6098359691536792,0.00967771683037208,0.26403506680159183,9.716666666666667,0.24445529563819693
0.6750578880310059,0.03252251808087012,0.1656050205230713,0.07986925225327189,2,10,,,absolute_error,0.002,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 10, 'model__max_features': None, 'model__max_depth': None, 'model__criterion': 'absolute_error', 'model__ccp_alpha': 0.002}",0.2938618801872567,0.38857206843196535,0.31441315945946047,0.33775240880710344,0.28072918787723866,0.32306574095260493,0.038018136537453354,4,0.6633521462303009,0.660924211280404,0.6554694486560811,0.6374749157896648,0.6354143413561566,0.6505270126625214,0.01179630052579347,0.3274612717099165,25.5,0.16795429585413413
0.6878058910369873,0.07226584680530033,0.09935121536254883,0.02710198850583175,20,10,,12,absolute_error,0.0001,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__max_features': None, 'model__max_depth': 12, 'model__criterion': 'absolute_error', 'model__ccp_alpha': 0.0001}",0.2759291404026609,0.3912933742300726,0.30343137787898633,0.30900180556790957,0.2533917132507929,0.3066094822660845,0.04682007994923893,5,0.6809579771110281,0.6790456184412291,0.6743067344259193,0.6578357880713481,0.6589506424307028,0.6702193520960454,0.009902163547373506,0.36360986982996096,15.275,0.15929602782559812
0.6143291473388672,0.0787581596083789,0.09385313987731933,0.020655684627924945,5,10,,12,squared_error,0.001,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 10, 'model__max_features': None, 'model__max_depth': 12, 'model__criterion': 'squared_error', 'model__ccp_alpha': 0.001}",0.31150098091011946,0.31645210741758933,0.3435461673384761,0.2728751613149396,0.2463245546806878,0.29813979433236243,0.03434740621512157,6,0.7209398288873554,0.7108357580933082,0.725371436658545,0.7182766662867422,0.7301669617669087,0.7211181303385719,0.006539187307693403,0.42297833600620943,15.95,0.1286973767301891
0.6708127975463867,0.025600732333145942,0.11459722518920898,0.022684147874795318,20,5,,15,absolute_error,0.001,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 5, 'model__max_features': None, 'model__max_depth': 15, 'model__criterion': 'absolute_error', 'model__ccp_alpha': 0.001}",0.259901569935565,0.3295171697338177,0.31297894102765034,0.3261179745402646,0.24361666216147138,0.29442646347975376,0.035646902098537506,7,0.7295291740619385,0.7161975136198345,0.7173438753099516,0.7049517576167644,0.698102886113926,0.713225041344483,0.010851285000290329,0.4187985778647292,19.05,0.12024696122709858
0.59237642288208,0.043631151352822244,0.10594315528869629,0.040370605347817355,20,1,,9,friedman_mse,0.0005,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 1, 'model__max_features': None, 'model__max_depth': 9, 'model__criterion': 'friedman_mse', 'model__ccp_alpha': 0.0005}",0.2503059694166262,0.28188817249730846,0.17542205952819212,0.26491990476953664,0.2033209228484657,0.23517140581202584,0.03970118925576753,8,0.7765253370016699,0.7663218726800861,0.7824197460155637,0.7555846240604017,0.7719710380423668,0.7705645235600176,0.009170096562777319,0.5353931177479918,21.175,0.01593381460022871
0.562084150314331,0.12437402149171647,0.12799291610717772,0.04342077225201462,2,20,log2,,friedman_mse,0.0,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 20, 'model__max_features': 'log2', 'model__max_depth': None, 'model__criterion': 'friedman_mse', 'model__ccp_alpha': 0.0}",0.10328137113507574,0.2742913016249441,0.17472902458735584,0.20762661163741936,0.20629866826047005,0.193245395449053,0.0554653547336911,9,0.3684640792824335,0.46764830770660326,0.3751219629426509,0.452162559667057,0.33078592949671115,0.3988365678190912,0.052334456858468305,0.2055911723700382,24.5,0.08278848511953964
0.5726140022277832,0.08037476578669282,0.09371938705444335,0.02474201377063845,10,10,log2,9,squared_error,0.002,"{'model__min_samples_split': 10, 'model__min_samples_leaf': 10, 'model__max_features': 'log2', 'model__max_depth': 9, 'model__criterion': 'squared_error', 'model__ccp_alpha': 0.002}",0.13338744045172835,0.30016571168524586,0.03802675273884393,0.2620599434269789,0.20439084633627402,0.18760613892781422,0.09360385981745926,10,0.4784334629734719,0.47673283494499763,0.46656282109881875,0.43863192197472256,0.454673282204601,0.4630068646393224,0.014850006393507864,0.2754007257115082,11.1,0.07951588492878636
