mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,param_model__criterion,param_model__ccp_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,cv_gap,complexity,penalized_cv
0.6773934841156006,0.11662843210370505,0.08182473182678222,0.02081388125864117,20,15,,12,friedman_mse,0.001,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 15, 'model__max_features': None, 'model__max_depth': 12, 'model__criterion': 'friedman_mse', 'model__ccp_alpha': 0.001}",0.36778446075879334,0.4095030173987263,0.4695011686808409,0.4533336453140314,0.325280370737814,0.4050805325780412,0.053398506382601484,1,0.6943338801760498,0.6952503268862322,0.6697568926979622,0.6699255874610428,0.6858947826363705,0.6830322939715315,0.011253639899388745,0.2779517613934903,14.716666666666667,0.2888640827569863
0.6905649185180665,0.07448567082514385,0.10994367599487305,0.04060675546982934,2,10,,,absolute_error,0.002,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 10, 'model__max_features': None, 'model__max_depth': None, 'model__criterion': 'absolute_error', 'model__ccp_alpha': 0.002}",0.3827517541715846,0.4435888698441187,0.3847293602117129,0.46416787281696625,0.3368572128302426,0.402419013974925,0.04583874633615935,2,0.6879436746981429,0.6729415369858127,0.6678072186427113,0.6813258591378752,0.7004340406738434,0.6820904660276772,0.011480814123646677,0.2796714520527522,25.5,0.2640340057564618
0.6337284564971923,0.03727943651882991,0.11012992858886719,0.029091966719158122,20,15,,7,absolute_error,0.001,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 15, 'model__max_features': None, 'model__max_depth': 7, 'model__criterion': 'absolute_error', 'model__ccp_alpha': 0.001}",0.3752716666421154,0.4104956617970167,0.42649855751734933,0.47416766270087807,0.2972591541444237,0.3967385405603567,0.05903754897853501,3,0.6535582189810821,0.6379448869124242,0.6278781527145113,0.6305320873437077,0.6568086320203941,0.6413443955944238,0.011816280770590009,0.24460585503406712,9.716666666666667,0.3021931579650998
0.6487040042877197,0.15659238777192244,0.09439401626586914,0.024117450475487037,20,2,,5,squared_error,0.002,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 2, 'model__max_features': None, 'model__max_depth': 5, 'model__criterion': 'squared_error', 'model__ccp_alpha': 0.002}",0.3977074346700925,0.39681814262444837,0.46398793480603007,0.4330835834041369,0.2896315591975771,0.396245730940457,0.05884739485831161,4,0.6213783630768913,0.6373823485861918,0.5981971802105657,0.6157863354995389,0.6298019481807602,0.6205092351107896,0.013356237738110389,0.22426350417033258,11.8,0.3046535044808406
0.709015941619873,0.04654610046246916,0.07668542861938477,0.02042763169449082,20,10,,12,absolute_error,0.0001,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__max_features': None, 'model__max_depth': 12, 'model__criterion': 'absolute_error', 'model__ccp_alpha': 0.0001}",0.3662238967675163,0.433181968924809,0.380352599609169,0.45475505165648133,0.3318714621905614,0.39327699582970743,0.04481407808714399,5,0.7027849702543362,0.68415642179531,0.6906208967824187,0.6968958629307171,0.7124589324369675,0.6973834168399499,0.009771087289122293,0.30410642101024243,15.275,0.2667897484761226
0.6324699878692627,0.01607002250958617,0.07993068695068359,0.021794017313634485,5,10,,12,squared_error,0.001,"{'model__min_samples_split': 5, 'model__min_samples_leaf': 10, 'model__max_features': None, 'model__max_depth': 12, 'model__criterion': 'squared_error', 'model__ccp_alpha': 0.001}",0.3284551948665254,0.37011616509625855,0.48139291987861665,0.37753190192528974,0.27269026980912847,0.3660372903151638,0.06867570854850032,6,0.7450068631707008,0.753467955513039,0.7241040870835749,0.7316020122820504,0.7439340270986547,0.739622989029604,0.010434813199311976,0.3735856987144402,15.95,0.21388229576510975
0.7461515426635742,0.0652670397039101,0.10310807228088378,0.01798664560706959,20,5,,15,absolute_error,0.001,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 5, 'model__max_features': None, 'model__max_depth': 15, 'model__criterion': 'absolute_error', 'model__ccp_alpha': 0.001}",0.3169421792154228,0.403773639862374,0.3354253447363049,0.30472931281818927,0.2551676539622213,0.3232076261189024,0.04827068865709056,7,0.739162927105808,0.7264343091539138,0.727351524434459,0.735984646207139,0.7446141548429164,0.7347095123488472,0.006959594619733491,0.41150188622994477,19.05,0.15158196593842177
0.6718685626983643,0.061093082274846035,0.05798239707946777,0.013970659961252367,20,1,,9,friedman_mse,0.0005,"{'model__min_samples_split': 20, 'model__min_samples_leaf': 1, 'model__max_features': None, 'model__max_depth': 9, 'model__criterion': 'friedman_mse', 'model__ccp_alpha': 0.0005}",0.23539510321069512,0.34204645333490025,0.4074176143889433,0.3468233228589227,0.2245110976006528,0.3112387182788229,0.07034158771945334,8,0.7973067504398027,0.8056569188371534,0.7655430627852471,0.7779429406024668,0.8009542686423912,0.7894807882614122,0.015236077356373673,0.47824206998258934,21.175,0.11200399378491663
0.6678661346435547,0.06054148038959798,0.08893795013427734,0.02466982119842713,10,2,,9,squared_error,0.002,"{'model__min_samples_split': 10, 'model__min_samples_leaf': 2, 'model__max_features': None, 'model__max_depth': 9, 'model__criterion': 'squared_error', 'model__ccp_alpha': 0.002}",0.11142656993703504,0.28684423819477567,0.3508220637799927,0.2902559135054329,0.15366277337419676,0.23860231175828658,0.09052849857614731,9,0.8594637384129665,0.8651029963677265,0.8461411952614134,0.8470573627081555,0.8651756923733043,0.8565881970247133,0.008420121983694465,0.6179858852664267,16.1,0.0006072519150372435
0.6217888355255127,0.07160482034018405,0.1016775131225586,0.02699793819895998,2,20,log2,5,friedman_mse,0.0005,"{'model__min_samples_split': 2, 'model__min_samples_leaf': 20, 'model__max_features': 'log2', 'model__max_depth': 5, 'model__criterion': 'friedman_mse', 'model__ccp_alpha': 0.0005}",0.22673758258983545,0.18821009296198132,0.17874728826279163,0.24721705253760518,0.15612254664366665,0.19940691259917603,0.03304088433123231,10,0.3414135983814738,0.35544671886113555,0.2608733373905223,0.3171558240332667,0.3172186861409543,0.3184216329614705,0.032293476543008265,0.11901472036229449,9.375,0.14950176047237299
